path,package_or_target,target_kind,source_kind,role,line_count,imports,major_types,implemented_responsibility,migration_leftover_count,migration_leftovers,cleanup_notes,test_coverage_signal,repo_skill_alignment,general_best_practice_alignment,risk_level,print_count,logger_calls_inside_debug_count,task_detached_count,userdefaults_did_change_count,geometry_reader_count,public_declaration_count,public_doc_comment_count
Packages/EnsembleCore/Tests/HubRepositorySnapshotTests.swift,EnsembleCore,Package,Tests,Automated test coverage,165,EnsemblePersistence; XCTest,class HubRepositorySnapshotTests,Exercises HubRepositorySnapshotTests behavior for regression coverage.,1,"L35: try await repository.saveHubs([makeHub(id: ""legacy-hub"", context: nil)])",Triage legacy/migration/deprecated markers before new work in this area.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/LibraryVisibilityProfileTests.swift,EnsembleCore,Package,Tests,Automated test coverage,141,XCTest,class LibraryVisibilityProfileTests,Exercises LibraryVisibilityProfileTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/LyricsServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,181,XCTest,class LRCParserTests,Exercises LRCParserTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/MediaFilterEngineTests.swift,EnsembleCore,Package,Tests,Automated test coverage,171,XCTest,class MediaFilterEngineTests,Exercises MediaFilterEngineTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/MediaFormattersTests.swift,EnsembleCore,Package,Tests,Automated test coverage,46,XCTest,class MediaFormattersTests,Exercises MediaFormattersTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/MediaSourceIdentityTests.swift,EnsembleCore,Package,Tests,Automated test coverage,45,XCTest,class MediaSourceIdentityTests,Exercises MediaSourceIdentityTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/MetadataMutationServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,295,XCTest,class MetadataMutationServiceTests; struct Harness; class MockMetadataMutationClient; class TrackIDBox,"Exercises MetadataMutationServiceTests, Harness, MockMetadataMutationClient, TrackIDBox behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/MetadataMutationWorkflowTests.swift,EnsembleCore,Package,Tests,Automated test coverage,184,XCTest,class MetadataMutationWorkflowTests; class StubMutator; enum TestError,"Exercises MetadataMutationWorkflowTests, StubMutator, TestError behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/MusicSourceAccountDetailViewModelTests.swift,EnsembleCore,Package,Tests,Automated test coverage,676,EnsembleAPI; EnsemblePersistence; XCTest,class MusicSourceAccountDetailViewModelTests; class TestKeychain; class MockDiscoveryService; actor GatedDiscoveryService; class MockPendingMutationRepository; struct Harness,"Exercises MusicSourceAccountDetailViewModelTests, TestKeychain, MockDiscoveryService, GatedDiscoveryService behavior for regression coverage.",0,,Medium-large file: keep an eye on responsibility creep.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/NavigationCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,67,XCTest,class NavigationCoordinatorTests,Exercises NavigationCoordinatorTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/NetworkLifecycleControllerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,78,XCTest,class NetworkLifecycleControllerTests,Exercises NetworkLifecycleControllerTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/NetworkMonitorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,96,Network; XCTest,class NetworkMonitorTests; class FakePathMonitor,"Exercises NetworkMonitorTests, FakePathMonitor behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/NowPlayingViewModelFavoriteTests.swift,EnsembleCore,Package,Tests,Automated test coverage,563,Combine; EnsembleAPI; EnsemblePersistence; XCTest,class NowPlayingViewModelFavoriteTests; class TestKeychain; class MockPlaybackService; enum MockError; class MockLibraryRepository; class MockPlaylistRepository; class MockArtworkDownloadManager; class MockPendingMutationRepository; class MockDownloadManager; struct TestError,"Exercises NowPlayingViewModelFavoriteTests, TestKeychain, MockPlaybackService, MockError behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/OfflineDownloadBackgroundCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,54,XCTest,class OfflineDownloadBackgroundCoordinatorTests,Exercises OfflineDownloadBackgroundCoordinatorTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/OfflineDownloadCleanupCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,113,CoreData; XCTest,class OfflineDownloadCleanupCoordinatorTests; class DownloadManagerMock; class TargetRepositoryMock,"Exercises OfflineDownloadCleanupCoordinatorTests, DownloadManagerMock, TargetRepositoryMock behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/OfflineDownloadNotificationBridgeTests.swift,EnsembleCore,Package,Tests,Automated test coverage,77,XCTest,class NotificationEventRecorder; class OfflineDownloadNotificationBridgeTests,"Exercises NotificationEventRecorder, OfflineDownloadNotificationBridgeTests behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/OfflineDownloadServicePolicyTests.swift,EnsembleCore,Package,Tests,Automated test coverage,309,Combine; EnsembleAPI; EnsemblePersistence; XCTest,class OfflineDownloadServicePolicyTests; class TestKeychain; enum MockError; class MockLibraryRepository; class MockPlaylistRepository; class MockDownloadManager; class MockTargetRepository; class MockArtworkDownloadManager; class MockBackgroundExecutionCoordinator,"Exercises OfflineDownloadServicePolicyTests, TestKeychain, MockError, MockLibraryRepository behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PeriodicSyncControllerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,73,XCTest,class PeriodicSyncControllerTests; class FakeTimer,"Exercises PeriodicSyncControllerTests, FakeTimer behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PinManagerSyncTests.swift,EnsembleCore,Package,Tests,Automated test coverage,84,XCTest,class PinManagerSyncTests,Exercises PinManagerSyncTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PinMutationWorkflowTests.swift,EnsembleCore,Package,Tests,Automated test coverage,103,XCTest,class PinMutationWorkflowTests,Exercises PinMutationWorkflowTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackAudioSessionCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,31,AVFoundation; XCTest,class PlaybackAudioSessionCoordinatorTests,Exercises PlaybackAudioSessionCoordinatorTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackHandoffCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,321,Foundation; XCTest,class PlaybackHandoffCoordinatorTests,Exercises PlaybackHandoffCoordinatorTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackLaunchCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,87,XCTest,class PlaybackLaunchCoordinatorTests; class LockedBox,"Exercises PlaybackLaunchCoordinatorTests, LockedBox behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackQueueStoreTests.swift,EnsembleCore,Package,Tests,Automated test coverage,75,XCTest,class PlaybackQueueStoreTests,Exercises PlaybackQueueStoreTests behavior for regression coverage.,2,"L40: let legacyTrack = makeTrack(id: ""legacy-track"") | L46: XCTAssertEqual(snapshot.queue.map(\.track.id), [""legacy-track""])",Triage legacy/migration/deprecated markers before new work in this area.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackRecoveryPolicyTests.swift,EnsembleCore,Package,Tests,Automated test coverage,64,XCTest,class PlaybackRecoveryPolicyTests,Exercises PlaybackRecoveryPolicyTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackResolvedFileCacheTests.swift,EnsembleCore,Package,Tests,Automated test coverage,50,XCTest,class PlaybackResolvedFileCacheTests,Exercises PlaybackResolvedFileCacheTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,1060,AVFoundation; XCTest,class PlaybackServiceTests,Exercises PlaybackServiceTests behavior for regression coverage.,0,,Large file: audit for nested helpers or policy seams that can move to existing shared owners.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Large file; review cohesive type/extension boundaries over time.,medium,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackSessionStateMachineTests.swift,EnsembleCore,Package,Tests,Automated test coverage,89,XCTest,class PlaybackSessionStateMachineTests,Exercises PlaybackSessionStateMachineTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackStartupCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,103,XCTest,class PlaybackStartupCoordinatorTests,Exercises PlaybackStartupCoordinatorTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaybackTransportCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,135,EnsembleAPI; XCTest,class PlaybackTransportCoordinatorTests; class LockedCounter,"Exercises PlaybackTransportCoordinatorTests, LockedCounter behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaylistActionServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,70,XCTest,class PlaylistActionServiceTests,Exercises PlaylistActionServiceTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaylistDetailViewModelTests.swift,EnsembleCore,Package,Tests,Automated test coverage,592,CoreData; EnsembleAPI; EnsemblePersistence; XCTest,class PlaylistDetailViewModelTests; class TestKeychain; class MockLibraryRepository; class MockPlaylistRepository; class MockArtworkDownloadManager; class MockPendingMutationRepository; enum MockError,"Exercises PlaylistDetailViewModelTests, TestKeychain, MockLibraryRepository, MockPlaylistRepository behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaylistDropResolverTests.swift,EnsembleCore,Package,Tests,Automated test coverage,206,XCTest,class PlaylistDropResolverTests,Exercises PlaylistDropResolverTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaylistMutationControllerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,231,XCTest,class PlaylistMutationControllerTests,Exercises PlaylistMutationControllerTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaylistMutationWorkflowTests.swift,EnsembleCore,Package,Tests,Automated test coverage,376,XCTest,class PlaylistMutationWorkflowTests; class StubMutator; enum TestError,"Exercises PlaylistMutationWorkflowTests, StubMutator, TestError behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlaylistRefreshControllerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,111,EnsemblePersistence; XCTest,class PlaylistRefreshControllerTests; class MockPlaylistRepository; struct MockProvider; enum TestError,"Exercises PlaylistRefreshControllerTests, MockPlaylistRepository, MockProvider, TestError behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlexAccountDiscoveryServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,293,EnsembleAPI; XCTest,class PlexAccountDiscoveryServiceTests; struct MockClient; enum MockError,"Exercises PlexAccountDiscoveryServiceTests, MockClient, MockError behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/PlexWebSocketCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,61,EnsembleAPI; XCTest,class PlexWebSocketCoordinatorTests; class TestKeychain,"Exercises PlexWebSocketCoordinatorTests, TestKeychain behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/QueueManagerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,1177,XCTest,class QueueSetupTests; class QueueNavigationTests; class QueueManipulationTests; class QueueReorderTests; class QueueSectionsTests; class ShuffleTests; class AutoplayTests; class FlattenAutoplayTests; class HistoryTests; class RepeatModeTests; class QueueIntegrationTests,"Exercises QueueSetupTests, QueueNavigationTests, QueueManipulationTests, QueueReorderTests behavior for regression coverage.",0,,Large file: audit for nested helpers or policy seams that can move to existing shared owners.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Large file; review cohesive type/extension boundaries over time.,medium,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/RefreshOrchestratorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,210,XCTest,class RefreshOrchestratorTests,Exercises RefreshOrchestratorTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SearchSectionOrderingTests.swift,EnsembleCore,Package,Tests,Automated test coverage,30,XCTest,class SearchSectionOrderingTests,Exercises SearchSectionOrderingTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/ServerConnectionControllerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,160,EnsembleAPI; XCTest,class ServerConnectionControllerTests; class TestKeychain,"Exercises ServerConnectionControllerTests, TestKeychain behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/ServerHealthCheckerClassificationTests.swift,EnsembleCore,Package,Tests,Automated test coverage,116,XCTest,class ServerHealthCheckerClassificationTests; class TestKeychain,"Exercises ServerHealthCheckerClassificationTests, TestKeychain behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SettingsManagerConnectionPolicyTests.swift,EnsembleCore,Package,Tests,Automated test coverage,56,XCTest,class SettingsManagerConnectionPolicyTests,Exercises SettingsManagerConnectionPolicyTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/ShareServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,186,XCTest,class ShareServiceTests,Exercises ShareServiceTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SiriIntentPayloadTests.swift,EnsembleCore,Package,Tests,Automated test coverage,38,XCTest,class SiriIntentPayloadTests,Exercises SiriIntentPayloadTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SiriPlaybackCoordinatorTests.swift,EnsembleCore,Package,Tests,Automated test coverage,421,Combine; EnsembleAPI; EnsemblePersistence; XCTest,class SiriPlaybackCoordinatorTests; class TestKeychain; class RecordingPlaybackService; struct Fixture,"Exercises SiriPlaybackCoordinatorTests, TestKeychain, RecordingPlaybackService, Fixture behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SongLinkServiceTests.swift,EnsembleCore,Package,Tests,Automated test coverage,206,XCTest,class MockMusicCatalogSearcher; class MockSongLinkURLProtocol; class SongLinkServiceTests,"Exercises MockMusicCatalogSearcher, MockSongLinkURLProtocol, SongLinkServiceTests behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SyncCoordinatorNetworkHealthTests.swift,EnsembleCore,Package,Tests,Automated test coverage,540,EnsembleAPI; EnsemblePersistence; XCTest,class SyncCoordinatorNetworkHealthTests; class TestKeychain; class MockLibraryRepository; class MockPlaylistRepository; class MockArtworkDownloadManager; struct MockSyncProvider; enum MockError; class ServerHealthCheckerCachePolicyTests; class TestKeychain,"Exercises SyncCoordinatorNetworkHealthTests, TestKeychain, MockLibraryRepository, MockPlaylistRepository behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SyncCoordinatorPlaylistMutationTests.swift,EnsembleCore,Package,Tests,Automated test coverage,254,EnsembleAPI; EnsemblePersistence; XCTest,class SyncCoordinatorPlaylistMutationTests; class TestKeychain; class MockLibraryRepository; class MockPlaylistRepository; class MockArtworkDownloadManager; enum MockError,"Exercises SyncCoordinatorPlaylistMutationTests, TestKeychain, MockLibraryRepository, MockPlaylistRepository behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SyncCoordinatorStartupRepairTests.swift,EnsembleCore,Package,Tests,Automated test coverage,344,EnsembleAPI; EnsemblePersistence; XCTest,class SyncCoordinatorStartupRepairTests; class TestKeychain; class MockPlaylistRepository; class MockArtworkDownloadManager; class RecordingSyncProvider; enum MockError,"Exercises SyncCoordinatorStartupRepairTests, TestKeychain, MockPlaylistRepository, MockArtworkDownloadManager behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/SyncSettingsManagerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,202,XCTest,class SyncSettingsManagerTests,Exercises SyncSettingsManagerTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/TrackRatingMutationWorkflowTests.swift,EnsembleCore,Package,Tests,Automated test coverage,93,XCTest,class TrackRatingMutationWorkflowTests; class StubMutator; enum TestError,"Exercises TrackRatingMutationWorkflowTests, StubMutator, TestError behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/TrackSwipeLayoutTests.swift,EnsembleCore,Package,Tests,Automated test coverage,47,XCTest,class TrackSwipeLayoutTests,Exercises TrackSwipeLayoutTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/UserProfileTests.swift,EnsembleCore,Package,Tests,Automated test coverage,134,XCTest,class UserProfileTests,Exercises UserProfileTests behavior for regression coverage.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Tests/WebSocketSyncControllerTests.swift,EnsembleCore,Package,Tests,Automated test coverage,175,EnsembleAPI; EnsemblePersistence; Foundation; Testing,struct WebSocketSyncControllerTests; class MockWebSocketProvider; class MockPlaylistRepository,"Exercises WebSocketSyncControllerTests, MockWebSocketProvider, MockPlaylistRepository behavior for regression coverage.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,This is a test file.,Aligned with testing skill by preserving package-level regression coverage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
